Date,Category,Ticker,Open,High,Low,Close,Volume
6/8/2015,Crypto,BTC-USD,222.8789978,229.4640045,222.8390045,228.4889984,23378400
6/9/2015,Crypto,BTC-USD,228.5379944,230.9539948,227.9290009,229.0480042,28353100
6/10/2015,Crypto,BTC-USD,228.9949951,229.7819977,228.0099945,228.8029938,15904800
6/11/2015,Crypto,BTC-USD,228.8549957,230.2870026,228.7669983,229.7050018,14416000
6/12/2015,Crypto,BTC-USD,229.7050018,231.0570068,229.3130035,229.9819946,14017700
6/13/2015,Crypto,BTC-USD,229.9199982,232.6519928,229.2100067,232.4019928,13305300
6/14/2015,Crypto,BTC-USD,232.4420013,234.8580017,232.0039978,233.5429993,12165900
6/15/2015,Crypto,BTC-USD,233.4219971,237.8359985,233.4219971,236.822998,19912100
6/16/2015,Crypto,BTC-USD,236.7649994,251.7420044,236.121994,250.8950043,41612000
6/17/2015,Crypto,BTC-USD,250.822998,256.8529968,246.4759979,249.2839966,43858400
6/18/2015,Crypto,BTC-USD,249.4279938,252.1080017,244.1269989,249.0070038,30980200
6/19/2015,Crypto,BTC-USD,249.0429993,250.977005,243.7870026,244.6060028,23965300
6/20/2015,Crypto,BTC-USD,244.5299988,245.8280029,240.6269989,245.2120056,20608100
6/21/2015,Crypto,BTC-USD,245.1000061,245.223999,241.8820038,243.9440002,10600900
6/22/2015,Crypto,BTC-USD,243.9689941,247.9170074,243.779007,246.9900055,17692500
6/23/2015,Crypto,BTC-USD,246.927002,247.3040009,243.1329956,244.2960052,15108700
6/24/2015,Crypto,BTC-USD,244.2819977,244.3410034,240.5149994,240.5149994,17344900
6/25/2015,Crypto,BTC-USD,240.3650055,243.3320007,240.3650055,242.798996,16133100
6/26/2015,Crypto,BTC-USD,242.6040039,243.7489929,241.5529938,243.5939941,13983500
6/27/2015,Crypto,BTC-USD,243.548996,251.3390045,243.1170044,250.9900055,20488600
6/28/2015,Crypto,BTC-USD,250.9550018,251.1719971,247.4340057,249.0110016,15137600
6/29/2015,Crypto,BTC-USD,248.720993,257.1730042,248.5809937,257.0639954,34742900
6/30/2015,Crypto,BTC-USD,257.0360107,267.8670044,255.9459991,263.071991,44533800
7/1/2015,Crypto,BTC-USD,263.3450012,265.1719971,255.7740021,258.6210022,27029800
7/2/2015,Crypto,BTC-USD,258.552002,261.631012,254.1159973,255.4120026,21551900
7/3/2015,Crypto,BTC-USD,255.4589996,257.0769958,253.5050049,256.3359985,19033800
7/4/2015,Crypto,BTC-USD,256.4909973,261.4570007,254.1999969,260.8859863,15620400
7/5/2015,Crypto,BTC-USD,260.8049927,274.506012,258.7009888,271.9129944,44156100
7/6/2015,Crypto,BTC-USD,271.1080017,277.4219971,267.6000061,269.0299988,49154800
7/7/2015,Crypto,BTC-USD,269.9630127,271.3410034,264.8320007,266.2070007,28857600
7/8/2015,Crypto,BTC-USD,265.9819946,272.9710083,264.3859863,270.7850037,36980200
7/9/2015,Crypto,BTC-USD,270.8269958,272.3349915,267.0859985,269.2279968,40301200
7/10/2015,Crypto,BTC-USD,269.1560059,294.5910034,268.802002,284.8940125,100390000
7/11/2015,Crypto,BTC-USD,284.8800049,298.506012,283.5299988,293.1149902,41109900
7/12/2015,Crypto,BTC-USD,293.1400146,314.3940125,292.5050049,310.8670044,56405000
