Date,Category,Ticker,Open,High,Low,Close,Volume
9/17/2014,Crypto,BTC-USD,465.8640137,468.1740112,452.4219971,457.3340149,21056800
9/18/2014,Crypto,BTC-USD,456.8599854,456.8599854,413.1040039,424.4400024,34483200
9/19/2014,Crypto,BTC-USD,424.1029968,427.8349915,384.5320129,394.79599,37919700
9/20/2014,Crypto,BTC-USD,394.6730042,423.29599,389.8829956,408.9039917,36863600
9/21/2014,Crypto,BTC-USD,408.0849915,412.4259949,393.1809998,398.8210144,26580100
9/22/2014,Crypto,BTC-USD,399.1000061,406.9159851,397.1300049,402.1520081,24127600
9/23/2014,Crypto,BTC-USD,402.0920105,441.5570068,396.196991,435.7909851,45099500
9/24/2014,Crypto,BTC-USD,435.7510071,436.1119995,421.1319885,423.2049866,30627700
9/25/2014,Crypto,BTC-USD,423.1560059,423.519989,409.4679871,411.5740051,26814400
9/26/2014,Crypto,BTC-USD,411.4289856,414.9379883,400.0090027,404.4249878,21460800
9/27/2014,Crypto,BTC-USD,403.5559998,406.6229858,397.3720093,399.519989,15029300
9/28/2014,Crypto,BTC-USD,399.4710083,401.0169983,374.3320007,377.1809998,23613300
9/29/2014,Crypto,BTC-USD,376.928009,385.2109985,372.2399902,375.4670105,32497700
9/30/2014,Crypto,BTC-USD,376.0880127,390.9769897,373.4429932,386.9440002,34707300
10/1/2014,Crypto,BTC-USD,387.427002,391.3789978,380.7799988,383.6149902,26229400
10/2/2014,Crypto,BTC-USD,383.9880066,385.4970093,372.9460144,375.071991,21777700
10/3/2014,Crypto,BTC-USD,375.1809998,377.6950073,357.8590088,359.5119934,30901200
10/4/2014,Crypto,BTC-USD,359.8919983,364.4869995,325.8859863,328.8659973,47236500
10/5/2014,Crypto,BTC-USD,328.9159851,341.8009949,289.29599,320.5100098,83308096
10/6/2014,Crypto,BTC-USD,320.3890076,345.1340027,302.5599976,330.07901,79011800
10/7/2014,Crypto,BTC-USD,330.5840149,339.2470093,320.4819946,336.1870117,49199900
10/8/2014,Crypto,BTC-USD,336.1159973,354.3640137,327.1879883,352.9400024,54736300
10/9/2014,Crypto,BTC-USD,352.7479858,382.7260132,347.6870117,365.026001,83641104
10/10/2014,Crypto,BTC-USD,364.6870117,375.0669861,352.9630127,361.5620117,43665700
10/11/2014,Crypto,BTC-USD,361.3619995,367.1910095,355.9509888,362.2990112,13345200
10/12/2014,Crypto,BTC-USD,362.6059875,379.4330139,356.1440125,378.5490112,17552800
10/13/2014,Crypto,BTC-USD,377.92099,397.2260132,368.8970032,390.4140015,35221400
10/14/2014,Crypto,BTC-USD,391.6919861,411.697998,391.3240051,400.8699951,38491500
10/15/2014,Crypto,BTC-USD,400.9549866,402.2269897,388.7659912,394.7730103,25267100
10/16/2014,Crypto,BTC-USD,394.5180054,398.8070068,373.0700073,382.5559998,26990000
10/17/2014,Crypto,BTC-USD,382.756012,385.4779968,375.3890076,383.7579956,13600700
10/18/2014,Crypto,BTC-USD,383.9760132,395.1579895,378.9710083,391.4419861,11416800
10/19/2014,Crypto,BTC-USD,391.2539978,393.9389954,386.4570007,389.54599,5914570
10/20/2014,Crypto,BTC-USD,389.2309875,390.0840149,378.2520142,382.8450012,16419000
10/21/2014,Crypto,BTC-USD,382.42099,392.6459961,380.8340149,386.4750061,14188900
10/22/2014,Crypto,BTC-USD,386.1180115,388.5759888,382.2489929,383.1579895,11641300
10/23/2014,Crypto,BTC-USD,382.9620056,385.0480042,356.446991,358.4169922,26456900
10/24/2014,Crypto,BTC-USD,358.5910034,364.3450012,353.3049927,358.3450012,15585700
10/25/2014,Crypto,BTC-USD,358.6109924,359.8609924,342.8770142,347.2709961,18127500
10/26/2014,Crypto,BTC-USD,347.4869995,359.2210083,343.9309998,354.70401,11272500
10/27/2014,Crypto,BTC-USD,354.7770081,358.6319885,349.8089905,352.9890137,13033000
10/28/2014,Crypto,BTC-USD,353.2149963,359.9840088,352.6789856,357.6180115,7845880
10/29/2014,Crypto,BTC-USD,357.0889893,357.8330078,335.3429871,335.5910034,18192700
10/30/2014,Crypto,BTC-USD,335.7090149,350.9129944,335.071991,345.3049927,30177900
10/31/2014,Crypto,BTC-USD,345.0090027,348.0450134,337.1419983,338.3210144,12545400
11/1/2014,Crypto,BTC-USD,338.6499939,340.5289917,321.0549927,325.7489929,16677200
11/2/2014,Crypto,BTC-USD,326.0750122,329.0499878,320.6260071,325.8919983,8603620
11/3/2014,Crypto,BTC-USD,325.5690002,334.0020142,325.4809875,327.5539856,12948500
11/4/2014,Crypto,BTC-USD,327.1610107,331.7669983,325.0769958,330.4920044,15655500
11/5/2014,Crypto,BTC-USD,330.6830139,343.368988,330.6830139,339.4859924,19817200
11/6/2014,Crypto,BTC-USD,339.4580078,352.9660034,338.4240112,349.2900085,18797000
11/7/2014,Crypto,BTC-USD,349.8179932,352.7319946,341.776001,342.4150085,16834200
11/8/2014,Crypto,BTC-USD,342.1539917,347.0320129,342.1539917,345.4880066,8535470
11/9/2014,Crypto,BTC-USD,345.3760071,363.6260071,344.2550049,363.2640076,24205600
11/10/2014,Crypto,BTC-USD,362.2650146,374.8160095,357.5610046,366.9240112,30450100
11/11/2014,Crypto,BTC-USD,365.8569946,371.3099976,363.7349854,367.6950073,15838900
11/12/2014,Crypto,BTC-USD,367.9849854,429.7179871,367.9849854,423.5610046,45783200
11/13/2014,Crypto,BTC-USD,427.2730103,457.0929871,401.1229858,420.7349854,58945000
11/14/2014,Crypto,BTC-USD,418.4169922,419.2520142,384.7890015,397.8179932,29589200
11/15/2014,Crypto,BTC-USD,399.6499939,405.5280151,371.0079956,376.1329956,15727500
11/16/2014,Crypto,BTC-USD,374.730011,390.7990112,374.6019897,387.8819885,11905600
11/17/2014,Crypto,BTC-USD,388.348999,410.1990051,377.5020142,387.4079895,41518800
11/18/2014,Crypto,BTC-USD,387.7850037,392.4020081,371.1170044,375.197998,32222500
11/19/2014,Crypto,BTC-USD,373.8959961,386.4809875,373.8959961,380.5549927,18931800
11/20/2014,Crypto,BTC-USD,380.3070068,382.0249939,356.7810059,357.8399963,25233200
11/21/2014,Crypto,BTC-USD,357.8789978,357.8789978,344.1119995,350.8479919,29850100
11/22/2014,Crypto,BTC-USD,351.6040039,364.8410034,350.8779907,352.9200134,15273000
11/23/2014,Crypto,BTC-USD,353.1749878,370.8450012,353.1749878,367.572998,15151600
11/24/2014,Crypto,BTC-USD,366.947998,387.2090149,366.6690063,376.901001,30930100
11/25/2014,Crypto,BTC-USD,376.8859863,394.7009888,374.7839966,375.3479919,25442200
11/26/2014,Crypto,BTC-USD,376.0190125,377.697998,365.8160095,368.3699951,18601700
11/27/2014,Crypto,BTC-USD,370.5020142,373.9920044,368.2820129,369.6700134,8748030
11/28/2014,Crypto,BTC-USD,369.3739929,382.8380127,358.4549866,376.446991,22946500
11/29/2014,Crypto,BTC-USD,376.1520081,387.6010132,372.144989,375.4909973,15375600
11/30/2014,Crypto,BTC-USD,375.5100098,382.5270081,373.3089905,378.0469971,9194440
12/1/2014,Crypto,BTC-USD,378.2489929,383.6619873,376.6690063,379.2449951,11763000
12/2/2014,Crypto,BTC-USD,379.25,384.0379944,377.8630066,381.3150024,12364100
12/3/2014,Crypto,BTC-USD,381.7219849,383.026001,374.3460083,375.0100098,13340100
12/4/2014,Crypto,BTC-USD,375.7179871,378.6549988,367.7590027,369.6040039,14529600
12/5/2014,Crypto,BTC-USD,369.4419861,379.1919861,365.756012,376.8540039,15181800
12/6/2014,Crypto,BTC-USD,376.7569885,378.447998,370.9450073,374.7850037,7009320
12/7/2014,Crypto,BTC-USD,374.8359985,376.2919922,373.2749939,375.0950012,6491650
12/8/2014,Crypto,BTC-USD,374.9649963,376.0289917,361.8859863,361.9089966,18898700
12/9/2014,Crypto,BTC-USD,361.894989,363.0669861,344.9509888,352.2189941,32915500
12/10/2014,Crypto,BTC-USD,352.2049866,352.3840027,346.3649902,346.3649902,16427700
12/11/2014,Crypto,BTC-USD,344.3399963,361.3569946,338.7630005,350.506012,32431300
12/12/2014,Crypto,BTC-USD,350.8330078,352.9830017,349.2909851,352.5419922,16989800
12/13/2014,Crypto,BTC-USD,352.381012,352.381012,346.5880127,347.3760071,11675900
12/14/2014,Crypto,BTC-USD,346.7269897,353.3160095,345.4179993,351.6319885,12415200
12/15/2014,Crypto,BTC-USD,351.3609924,351.8150024,344.9339905,345.3450012,17264200
12/16/2014,Crypto,BTC-USD,345.6730042,345.8590088,327.0620117,327.0620117,30864900
12/17/2014,Crypto,BTC-USD,326.855011,333.95401,315.1520081,319.776001,37567900
12/18/2014,Crypto,BTC-USD,319.7850037,323.7090149,304.2319946,311.3959961,39173000
12/19/2014,Crypto,BTC-USD,311.1789856,318.5329895,306.7690125,317.8429871,23823100
12/20/2014,Crypto,BTC-USD,317.618988,330.3250122,316.0440063,329.9559937,20856700
12/21/2014,Crypto,BTC-USD,329.5429993,329.6289978,318.9030151,320.8429871,15207600
12/22/2014,Crypto,BTC-USD,321.0679932,334.1170044,320.4249878,331.8859863,22315100
12/23/2014,Crypto,BTC-USD,332.0169983,336.2869873,329.6019897,334.571991,16574200
12/24/2014,Crypto,BTC-USD,334.3850098,334.7409973,321.3569946,322.5339966,15092300
12/25/2014,Crypto,BTC-USD,322.2860107,322.6700134,316.9580078,319.0079956,9883640
12/26/2014,Crypto,BTC-USD,319.1520081,331.4240112,316.6270142,327.9240112,16410500
12/27/2014,Crypto,BTC-USD,327.5830078,328.9110107,312.6300049,315.8630066,15185200
12/28/2014,Crypto,BTC-USD,316.1600037,320.0280151,311.0780029,317.2390137,11676600
12/29/2014,Crypto,BTC-USD,317.7009888,320.2669983,312.3070068,312.6700134,12302500
12/30/2014,Crypto,BTC-USD,312.7189941,314.8089905,309.3729858,310.7369995,12528300
12/31/2014,Crypto,BTC-USD,310.9140015,320.1929932,310.2109985,320.1929932,13942900
1/1/2015,Crypto,BTC-USD,320.4349976,320.4349976,314.0029907,314.2489929,8036550
1/2/2015,Crypto,BTC-USD,314.07901,315.8389893,313.5650024,315.0320129,7860650
1/3/2015,Crypto,BTC-USD,314.8460083,315.1499939,281.0820007,281.0820007,33054400
1/4/2015,Crypto,BTC-USD,281.1459961,287.230011,257.6119995,264.1950073,55629100
1/5/2015,Crypto,BTC-USD,265.0840149,278.3410034,265.0840149,274.473999,43962800
1/6/2015,Crypto,BTC-USD,274.6109924,287.553009,272.6960144,286.1889954,23245700
1/7/2015,Crypto,BTC-USD,286.0769958,298.7539978,283.07901,294.3370056,24866800
1/8/2015,Crypto,BTC-USD,294.1350098,294.1350098,282.1749878,283.348999,19982500
1/9/2015,Crypto,BTC-USD,282.3829956,291.1140137,280.5329895,290.4079895,18718600
1/10/2015,Crypto,BTC-USD,287.303009,288.1270142,273.9660034,274.79599,15264300
1/11/2015,Crypto,BTC-USD,274.6080017,279.6380005,265.0390015,265.6600037,18200800
1/12/2015,Crypto,BTC-USD,266.1459961,272.2030029,265.2000122,267.79599,18880300
1/13/2015,Crypto,BTC-USD,267.3940125,268.2770081,219.9060059,225.8609924,72843904
1/14/2015,Crypto,BTC-USD,223.8939972,223.8939972,171.5099945,178.1029968,97638704
1/15/2015,Crypto,BTC-USD,176.8970032,229.0670013,176.8970032,209.8439941,81773504
1/16/2015,Crypto,BTC-USD,209.0700073,221.5910034,199.7709961,208.0970001,38421000
1/17/2015,Crypto,BTC-USD,207.8339996,211.7310028,194.875,199.2599945,23469700
1/18/2015,Crypto,BTC-USD,200.0500031,218.6950073,194.5059967,210.3390045,30085100
1/19/2015,Crypto,BTC-USD,211.470993,216.7279968,207.3179932,214.8609924,18658300
1/20/2015,Crypto,BTC-USD,212.9069977,215.2409973,205.1529999,211.3150024,24051100
1/21/2015,Crypto,BTC-USD,211.378006,227.7879944,211.2120056,226.8970032,29924600
1/22/2015,Crypto,BTC-USD,227.3220062,237.0189972,226.4340057,233.4060059,33544600
1/23/2015,Crypto,BTC-USD,233.5169983,234.8450012,225.1959991,232.8789978,24621700
1/24/2015,Crypto,BTC-USD,232.6999969,248.2100067,230.0220032,247.8470001,24782500
1/25/2015,Crypto,BTC-USD,247.352005,255.0740051,243.8899994,253.7180023,33582700
1/26/2015,Crypto,BTC-USD,254.0789948,309.3840027,254.0789948,273.4729919,106794000
1/27/2015,Crypto,BTC-USD,273.1669922,275.480011,250.6529999,263.4750061,44399000
1/28/2015,Crypto,BTC-USD,263.3510132,266.5350037,227.0460052,233.9149933,44352200
1/29/2015,Crypto,BTC-USD,233.3480072,238.7059937,220.7120056,233.5130005,32213400
1/30/2015,Crypto,BTC-USD,232.7720032,242.8509979,225.8390045,226.4250031,26605200
1/31/2015,Crypto,BTC-USD,226.4409943,233.5039978,216.3090057,217.4640045,23348200
2/1/2015,Crypto,BTC-USD,216.8670044,231.5740051,212.0149994,226.9720001,29128500
2/2/2015,Crypto,BTC-USD,226.4909973,242.1750031,222.6589966,238.2290039,30612100
2/3/2015,Crypto,BTC-USD,237.4539948,245.9570007,224.4830017,227.2680054,40783700
2/4/2015,Crypto,BTC-USD,227.5110016,230.0579987,221.1130066,226.8529968,26594300
2/5/2015,Crypto,BTC-USD,227.6649933,239.4049988,214.7250061,217.1109924,22516400
2/6/2015,Crypto,BTC-USD,216.9230042,230.5099945,216.2319946,222.2660065,24435300
2/7/2015,Crypto,BTC-USD,222.6329956,230.298996,222.6069946,227.7539978,21604200
2/8/2015,Crypto,BTC-USD,227.6929932,229.4380035,221.0769958,223.4120026,17145200
2/9/2015,Crypto,BTC-USD,223.3890076,223.977005,217.0189972,220.1100006,27791300
2/10/2015,Crypto,BTC-USD,220.2819977,221.8070068,215.3320007,219.8390045,21115100
2/11/2015,Crypto,BTC-USD,219.7319946,223.4060059,218.0740051,219.1849976,17201900
2/12/2015,Crypto,BTC-USD,219.2079926,222.1990051,217.6139984,221.7640076,15206200
2/13/2015,Crypto,BTC-USD,221.9689941,240.2590027,221.2619934,235.427002,42744400
2/14/2015,Crypto,BTC-USD,235.5279999,259.8080139,235.5279999,257.3210144,49732500
2/15/2015,Crypto,BTC-USD,257.5069885,265.6109924,227.6840057,234.8249969,56552400
2/16/2015,Crypto,BTC-USD,234.8249969,239.5209961,229.0220032,233.8430023,28153700
2/17/2015,Crypto,BTC-USD,233.4219971,245.7749939,232.3139954,243.6100006,27363100
2/18/2015,Crypto,BTC-USD,243.7799988,244.2510071,232.3399963,236.326004,25200800
2/19/2015,Crypto,BTC-USD,236.4100037,242.6719971,235.5919952,240.2830048,18270500
2/20/2015,Crypto,BTC-USD,240.2510071,247.1009979,239.298996,243.779007,23876700
2/21/2015,Crypto,BTC-USD,243.7519989,255.3200073,243.1840057,244.5339966,12284200
2/22/2015,Crypto,BTC-USD,244.5440063,246.3919983,233.8509979,235.977005,19527000
2/23/2015,Crypto,BTC-USD,235.9949951,240.1089935,232.4210052,238.8919983,16400000
2/24/2015,Crypto,BTC-USD,238.9980011,239.901001,236.4019928,238.7350006,14200400
2/25/2015,Crypto,BTC-USD,238.8899994,239.3399963,235.5299988,237.4700012,11496200
2/26/2015,Crypto,BTC-USD,237.3370056,237.7100067,234.2570038,236.4259949,13619400
2/27/2015,Crypto,BTC-USD,236.4360046,256.6530151,236.4360046,253.8280029,44013900
2/28/2015,Crypto,BTC-USD,253.5200043,254.6920013,249.4790039,254.2630005,13949300
3/1/2015,Crypto,BTC-USD,254.2830048,261.6600037,245.9329987,260.2019958,25213700
3/2/2015,Crypto,BTC-USD,260.3569946,276.3009949,258.3129883,275.6700134,40465700
3/3/2015,Crypto,BTC-USD,275.04599,285.79599,268.1610107,281.7019958,50461300
3/4/2015,Crypto,BTC-USD,281.9899902,284.2250061,268.1260071,273.0920105,41383000
3/5/2015,Crypto,BTC-USD,272.7390137,281.6669922,264.7690125,276.178009,41302400
3/6/2015,Crypto,BTC-USD,275.6000061,277.6080017,270.0150146,272.7229919,28918900
3/7/2015,Crypto,BTC-USD,272.2940063,277.8540039,270.1329956,276.2609863,17825900
3/8/2015,Crypto,BTC-USD,276.4330139,277.8580017,272.5650024,274.3540039,22067900
3/9/2015,Crypto,BTC-USD,274.8120117,292.7009888,273.8930054,289.6069946,59178200
3/10/2015,Crypto,BTC-USD,289.8619995,300.0440063,289.7430115,291.7600098,67770800
3/11/2015,Crypto,BTC-USD,291.5249939,297.3909912,290.5079956,296.3789978,33963900
3/12/2015,Crypto,BTC-USD,296.1270142,297.0880127,292.4129944,294.3540039,32585200
3/13/2015,Crypto,BTC-USD,294.1180115,294.4979858,285.3370056,285.3370056,31421500
3/14/2015,Crypto,BTC-USD,284.4419861,286.3420105,280.9760132,281.8850098,22612300
3/15/2015,Crypto,BTC-USD,281.4249878,286.5289917,280.9960022,286.3930054,11970100
3/16/2015,Crypto,BTC-USD,285.6849976,294.1119995,285.6849976,290.5929871,21516100
3/17/2015,Crypto,BTC-USD,290.5950012,292.3649902,284.3739929,285.5050049,21497200
3/18/2015,Crypto,BTC-USD,285.0669861,285.3359985,249.8699951,256.2990112,57008000
3/19/2015,Crypto,BTC-USD,255.8800049,264.243988,248.6360016,260.928009,52732000
3/20/2015,Crypto,BTC-USD,260.9559937,264.8479919,259.1619873,261.7489929,18456700
3/21/2015,Crypto,BTC-USD,261.6440125,262.1960144,255.6499939,260.0249939,17130100
3/22/2015,Crypto,BTC-USD,259.9169922,269.7470093,259.5899963,267.9599915,18438100
3/23/2015,Crypto,BTC-USD,267.894989,277.2969971,261.7449951,266.7399902,22811900
3/24/2015,Crypto,BTC-USD,266.5769958,267.0029907,244.1549988,245.5950012,40073700
3/25/2015,Crypto,BTC-USD,247.4720001,249.1900024,236.5149994,246.1970062,35866900
3/26/2015,Crypto,BTC-USD,246.276001,254.3540039,244.9049988,248.5319977,25730000
3/27/2015,Crypto,BTC-USD,248.5659943,256.8110046,245.2129974,247.029007,17274900
3/28/2015,Crypto,BTC-USD,246.9750061,254.2050018,246.9750061,252.7980042,16040900
3/29/2015,Crypto,BTC-USD,252.7400055,253.1390076,240.8500061,242.7129974,21699400
3/30/2015,Crypto,BTC-USD,242.8789978,249.2420044,239.2140045,247.526001,23009600
3/31/2015,Crypto,BTC-USD,247.4539948,248.7299957,242.7389984,244.223999,22672000
4/1/2015,Crypto,BTC-USD,244.2230072,247.5410004,241.1600037,247.2720032,22877200
4/2/2015,Crypto,BTC-USD,247.0890045,254.4609985,245.4160004,253.0050049,26272600
4/3/2015,Crypto,BTC-USD,253.0740051,256.0429993,251.8789978,254.3220062,23146600
4/4/2015,Crypto,BTC-USD,254.2910004,255.2579956,251.1000061,253.6970062,12493500
4/5/2015,Crypto,BTC-USD,253.7610016,260.6749878,251.9420013,260.5979919,19649200
4/6/2015,Crypto,BTC-USD,260.7210083,261.7980042,254.5749969,255.4920044,20034200
4/7/2015,Crypto,BTC-USD,255.2740021,255.8049927,252.2050018,253.1799927,18467400
4/8/2015,Crypto,BTC-USD,253.0639954,253.8470001,244.2149963,245.0220032,30086400
4/9/2015,Crypto,BTC-USD,244.7510071,246.1179962,239.3999939,243.6759949,21643500
4/10/2015,Crypto,BTC-USD,243.6940002,243.6940002,232.7709961,236.0720062,28882000
4/11/2015,Crypto,BTC-USD,236.0160065,239.5370026,234.1750031,236.552002,16365200
4/12/2015,Crypto,BTC-USD,236.5350037,237.7279968,233.4949951,236.1529999,12387900
4/13/2015,Crypto,BTC-USD,235.9499969,236.9349976,221.9960022,224.5870056,31181800
4/14/2015,Crypto,BTC-USD,224.7590027,224.9759979,216.322998,219.1589966,31719000
4/15/2015,Crypto,BTC-USD,219.072998,223.8329926,218.6490021,223.8329926,22562000
4/16/2015,Crypto,BTC-USD,223.9170074,229.6719971,223.9170074,228.572998,24805400
4/17/2015,Crypto,BTC-USD,228.5749969,228.9060059,221.9420013,222.8820038,20429800
4/18/2015,Crypto,BTC-USD,222.8529968,224.3159943,220.8760071,223.3560028,12939000
4/19/2015,Crypto,BTC-USD,223.4559937,226.3529968,222.3730011,222.6000061,15021500
4/20/2015,Crypto,BTC-USD,222.6119995,226.3509979,221.977005,224.6260071,18364700
4/21/2015,Crypto,BTC-USD,224.6199951,235.2689972,224.3009949,235.2689972,24978000
4/22/2015,Crypto,BTC-USD,235.602005,237.9089966,233.4759979,234.1759949,23847900
4/23/2015,Crypto,BTC-USD,234.0529938,236.4750061,233.1990051,236.4620056,17036000
4/24/2015,Crypto,BTC-USD,235.9700012,236.3049927,229.9329987,231.2680054,21448700
4/25/2015,Crypto,BTC-USD,231.2350006,232.5610046,226.3370056,226.3899994,13957200
4/26/2015,Crypto,BTC-USD,226.4100037,226.9440002,214.8739929,219.4299927,28943700
4/27/2015,Crypto,BTC-USD,219.4290009,233.3049927,218.022995,229.2859955,38574000
4/28/2015,Crypto,BTC-USD,228.9689941,229.4949951,223.0690002,225.8549957,21469200
4/29/2015,Crypto,BTC-USD,225.5910034,227.0399933,223.4299927,225.8079987,18936500
4/30/2015,Crypto,BTC-USD,225.6929932,239.5630035,224.9929962,236.1450043,33818600
5/1/2015,Crypto,BTC-USD,235.9389954,238.9660034,232.0789948,232.0789948,18815300
5/2/2015,Crypto,BTC-USD,232.3410034,235.727005,232.3410034,234.9299927,12535500
5/3/2015,Crypto,BTC-USD,234.8800049,243.2400055,234.0829926,240.3580017,18494100
5/4/2015,Crypto,BTC-USD,240.3560028,242.6380005,237.8099976,239.0180054,21223400
5/5/2015,Crypto,BTC-USD,238.852005,239.2039948,232.0540009,236.1210022,23929100
5/6/2015,Crypto,BTC-USD,236.2489929,236.4539948,229.2310028,229.7819977,29587200
5/7/2015,Crypto,BTC-USD,229.6620026,239.1049957,228.572998,237.3339996,29064400
5/8/2015,Crypto,BTC-USD,237.2039948,246.2749939,236.2740021,243.8630066,27445500
5/9/2015,Crypto,BTC-USD,243.7689972,247.8040009,239.6390076,241.8320007,19790500
5/10/2015,Crypto,BTC-USD,241.7290039,244.0679932,238.848999,240.2960052,15019100
5/11/2015,Crypto,BTC-USD,240.298996,244.2700043,239.3760071,242.1580048,20892300
5/12/2015,Crypto,BTC-USD,242.1450043,242.8809967,240.098999,241.1119995,19282600
5/13/2015,Crypto,BTC-USD,241.397995,243.7039948,235.0449982,236.3769989,27180100
5/14/2015,Crypto,BTC-USD,236.2140045,237.798996,234.0570068,236.9290009,24413700
5/15/2015,Crypto,BTC-USD,236.9550018,238.753006,236.7949982,237.6049957,16329400
5/16/2015,Crypto,BTC-USD,237.6439972,237.6970062,235.2949982,236.1529999,11089700
5/17/2015,Crypto,BTC-USD,236.0099945,238.0249939,236.0099945,236.802002,11134300
5/18/2015,Crypto,BTC-USD,236.8869934,237.2100067,232.4600067,233.128006,16780300
5/19/2015,Crypto,BTC-USD,233.0370026,234.151001,231.8170013,231.9470062,14241900
5/20/2015,Crypto,BTC-USD,231.8899994,234.6829987,231.8419952,234.0180054,15499400
5/21/2015,Crypto,BTC-USD,234.0160065,236.2420044,233.8350067,235.3439941,15108900
5/22/2015,Crypto,BTC-USD,235.3209991,240.9689941,235.0599976,240.3480072,27003000
5/23/2015,Crypto,BTC-USD,240.2859955,241.0249939,238.6909943,238.871994,14605000
5/24/2015,Crypto,BTC-USD,238.9759979,241.9779968,238.8110046,240.9530029,11508000
5/25/2015,Crypto,BTC-USD,240.927002,241.0209961,236.6369934,237.1100006,14423900
5/26/2015,Crypto,BTC-USD,237.1040039,238.2420044,235.6920013,237.1159973,16425000
5/27/2015,Crypto,BTC-USD,237.0650024,238.6360016,236.6950073,237.2830048,18837000
5/28/2015,Crypto,BTC-USD,237.2570038,237.8240051,236.6519928,237.4080048,13829600
5/29/2015,Crypto,BTC-USD,237.3769989,237.5220032,235.7310028,237.095993,14805000
5/30/2015,Crypto,BTC-USD,237.0919952,237.0930023,232.0460052,233.3450012,14098600
5/31/2015,Crypto,BTC-USD,233.1349945,233.2519989,229.5420074,230.1900024,14730800
6/1/2015,Crypto,BTC-USD,230.2330017,231.7129974,221.2960052,222.9259949,26090500
6/2/2015,Crypto,BTC-USD,222.8939972,226.4160004,222.4190063,225.8029938,20459000
6/3/2015,Crypto,BTC-USD,225.7359924,227.404007,223.9299927,225.8739929,17752400
6/4/2015,Crypto,BTC-USD,225.7720032,226.5809937,224.0540009,224.3240051,14728100
6/5/2015,Crypto,BTC-USD,224.154007,225.9680023,223.1790009,224.9519958,18056500
6/6/2015,Crypto,BTC-USD,225.0050049,225.7189941,224.3789978,225.6190033,11131500
6/7/2015,Crypto,BTC-USD,225.595993,226.1940002,222.6519928,222.8809967,13318400
